position_x,position_z,health,armor,weapon_level,distance_to_enemy,num_enemies_nearby,num_allies_nearby,distance_to_nearest_ally,enemy_health_avg_nearby,enemy_weapon_level_max,action,result,alive,team_id,power_ratio,nearby_pressure,is_enemy_dominant,is_in_range_to_attack,total_survivability,victory
9.901310827671924,0.22395458378744593,20,57,1,3.579251252859449,3,1,2.6528800026187795,56.47302817962853,3,1,hit,0,1,1.33975888236376,2,1,0,77,1
-5.597083612886198,-4.8879287968152845,20,84,4,1.6921354964133966,4,1,4.264261243646677,35.285575148007354,1,1,miss,0,1,2.8661527225567824,3,0,0,104,0
-2.0127997902743715,7.045840099034141,69,66,5,0.058599936402224384,2,2,4.631986244982452,67.24270198807704,3,2,killed,1,0,1.97823351167406,0,0,1,135,1
-5.689125105826241,-0.37230496965652726,67,64,2,4.503503600533277,4,3,2.2360326943591247,49.79313037785467,1,0,miss,1,0,2.579088924535251,1,0,0,131,1
-6.394548455117648,-6.685372041828503,41,39,2,4.158818602333242,3,1,3.6678097439726587,68.33378595751144,2,0,miss,0,0,1.1538386213183995,2,0,0,80,1
6.420703788244417,-3.675212466611219,32,36,1,0.9842603492996704,3,4,2.2980360640436674,42.483888016767295,4,0,miss,1,0,1.563797606455507,-1,1,0,68,0
7.378823712897226,-5.925727574782633,90,43,2,2.8507515756345674,4,1,1.6836711911182949,75.86634204179168,1,0,hit,0,1,1.730276171171107,3,0,0,133,0
8.91985813821983,0.6568535641543249,24,85,3,4.531388652466784,0,1,2.2285472320035877,28.190041063542086,4,0,hit,1,0,3.734150279635589,-1,1,0,109,0
-1.8347793187225108,-4.504602465588476,58,80,2,0.006564148158497152,4,1,2.9316998403962935,71.84829287720687,5,0,hit,0,0,1.8943477540731515,3,1,1,138,1
-6.250109634387602,7.04577506829823,34,98,4,1.0664110655833299,3,2,4.886669230067475,47.656983092337,5,0,hit,1,0,2.712868567077039,1,1,0,132,1
-0.5471888993048761,7.046111171746421,27,14,3,3.6153277793611016,2,1,4.2757174239776035,87.13230054859706,3,0,miss,1,0,0.4652096875355271,1,0,0,41,0
4.92066773657127,-6.466270657191517,96,76,5,0.45496158921458585,0,3,3.901733543738988,56.35141598745947,2,2,miss,1,0,2.999054112937852,-3,0,1,172,0
-1.82541663447868,-9.233744843257373,33,87,2,2.4855204039837715,3,0,1.3907503271125876,36.570263764184254,4,0,miss,0,1,3.1940153721890034,3,1,0,120,1
-4.97191740527263,-2.3771195108799343,54,24,5,1.3291463697574453,1,0,2.4718854384799753,86.6886134102663,5,0,miss,1,1,0.8895111573387933,1,0,0,78,0
1.148349977168957,-0.9410375432956801,83,83,3,3.3611980509225834,4,3,4.3794940329858605,34.45078613266733,5,0,miss,1,1,4.682547782686084,1,1,0,166,0
6.613800662060424,0.8253092884294091,76,63,4,0.5777050677405082,4,3,4.095012410362339,45.37522079574214,1,0,miss,1,1,2.997290311828813,1,0,0,139,0
-4.117308182012245,5.296119470372439,47,80,4,0.7215824562443307,2,4,3.75142788293528,49.956562944829194,3,0,miss,1,0,2.492318803713336,-2,0,0,127,0
-4.7747503169256955,1.9858642459540086,30,74,1,1.81925850065767,4,2,0.7516379380568861,20.644736145150667,3,0,hit,0,0,4.804863376599783,2,1,0,104,0
-4.403671394903849,-2.1313146681438226,21,51,2,0.2758244319853309,0,1,3.836617174748374,83.05476775710895,4,0,miss,1,1,0.8565843666126909,-1,1,1,72,1
-7.08445339758073,-8.597565366234699,58,33,1,2.371735185096046,4,1,1.128956117037108,71.81199439567308,3,0,hit,0,0,1.2497940861980805,3,1,0,91,1
-8.781592714599713,-7.131310062822571,73,56,3,0.5344442210723699,4,4,4.841084550112087,43.02049913546994,5,0,miss,1,1,2.9304529147434635,0,1,0,129,0
-5.434561284440031,-0.6418551424045518,63,9,5,1.7609449052844595,2,1,2.6974147164454276,65.63722826816536,1,0,hit,1,0,1.0804771127372446,1,0,0,72,0
-7.608430066782104,-1.0594799626183544,71,53,5,3.3795907734924424,4,4,0.05113828212792659,45.77173433212674,1,0,miss,1,0,2.6511738717977456,0,0,0,124,0
-8.983784942277342,-3.246991150828597,84,43,3,1.2641568959430853,4,1,0.40636040483449043,77.12169219321942,3,0,miss,0,0,1.625668830699279,3,0,0,127,1
8.458702002966604,8.032262021047082,99,0,1,1.1175928349143338,1,3,3.189237538229055,96.73631350220658,4,0,miss,1,0,1.0129295494428985,-2,1,0,99,0
2.7672033043316873,5.671160463448171,39,46,5,3.6206750833982824,2,3,2.3709691793545136,84.8001449504088,3,0,hit,1,0,0.9906743170320835,-1,0,0,85,0
4.357893170646792,-0.9167352425035187,31,58,4,2.490876187859245,0,2,0.6767529185947668,82.78698498373932,5,0,miss,1,0,1.0622174794482984,-2,1,0,89,0
-3.6887402695962574,-3.2189819233372514,100,84,4,3.8861327191042,4,2,1.8567863787530814,31.0631380568174,4,0,miss,0,1,5.7386772209863945,2,0,0,184,1
-8.203085924813987,4.182298581724721,38,40,4,3.024150089505808,1,4,0.5398606039182202,26.52676841117227,3,0,miss,1,0,2.833605414006469,-3,0,0,78,0
-8.909324521311579,8.422104939423662,66,43,3,1.586148758947462,0,4,1.9158617141076477,32.677882964894316,4,0,miss,1,1,3.236545483385079,-4,1,0,109,1
6.327319589952797,6.80289498988618,87,77,3,3.559073263830795,4,2,3.9732164397910177,34.57027378876862,5,0,miss,0,1,4.61059144424644,2,1,0,164,0
5.351453168359772,-6.261740808883369,92,27,3,2.407299445724192,0,2,2.783758889400418,45.67308856158296,2,0,miss,1,1,2.5496491375963917,-2,0,0,119,0
-9.808017589483997,5.546996923014767,72,32,2,1.9654328860525738,3,4,4.667056647037759,50.62739625844897,2,0,miss,1,1,2.0144343417857358,-1,0,0,104,0
2.0687725620818114,5.401870338044713,46,11,5,3.3096258024127385,2,0,2.1925165775720585,54.61866677585721,2,0,miss,0,1,1.024835784534526,2,0,0,57,0
4.525605114544211,-1.5660443703595952,69,28,5,4.792277102173666,1,1,3.941156906232141,84.76192493610844,2,0,hit,1,0,1.1310380459891005,0,0,0,97,0
-4.9458925769442725,-1.6933315816956114,83,87,2,0.4385061736901197,4,0,1.518401280939778,26.010330499936618,4,0,miss,0,1,6.293888184759491,4,1,1,170,0
-3.7366335646682813,-4.305308035621547,41,72,5,2.5863486450211037,0,1,1.2987534419389095,28.020497534985207,2,0,hit,1,1,3.8937995416437854,-1,0,0,113,0
6.654858494614256,-7.021700805699744,76,36,2,2.547744479130289,4,3,3.035440166290961,26.51882204023348,4,0,miss,1,1,4.069941650709179,1,1,0,112,1
-6.139556073544243,-9.550447919435214,35,83,4,4.862204716016696,0,1,1.0591274480874753,76.0288227187117,4,0,miss,1,0,1.5318941122974694,-1,0,0,118,0
-3.4501945102619036,2.826895310923094,32,81,5,0.8586211370195818,3,4,1.267393475701033,55.52861278383429,2,0,hit,1,0,1.9989876707591,-1,0,0,113,0
4.984725315824036,0.668031735828114,74,8,2,1.620326989144338,4,3,0.9921582497800185,36.43745655653294,4,0,miss,1,0,2.190319737030607,1,1,0,82,0
-8.446087891272892,6.594613344965296,71,34,2,1.992610104127352,4,3,4.099403929224857,82.13732197708961,5,0,hit,1,1,1.2629706791485915,1,1,0,105,0
-8.845179239595888,-5.614507737790242,57,54,1,1.2383909337505057,1,2,2.4840508846193137,44.638396170290406,3,0,hit,1,0,2.4321625936596467,-1,1,0,111,0
-4.771778512174363,-6.18226673446209,80,47,3,2.853561571154373,0,1,4.110659427503463,90.70572059151351,3,0,miss,1,1,1.38486453386805,-1,0,0,127,1
6.424711079408166,3.438589996095345,76,56,2,2.7573539882890308,1,4,3.492996630385421,74.15832503615971,2,0,hit,1,1,1.7562924657580246,-3,0,0,132,0
5.840133083424925,-1.6430895041252889,22,7,4,4.688321587533802,2,4,1.1885595114930492,61.843869193374,3,0,miss,0,0,0.4614610839884067,-2,0,0,29,0
3.9171644442709113,2.5397274569613533,94,49,4,2.494139876708274,1,3,3.8147671277555544,20.41238124051408,2,0,miss,1,1,6.678379129988197,-2,0,0,143,0
-3.985432044354469,-8.97072792090709,74,75,3,2.902730353135886,4,4,0.19134448977122576,78.57723522295095,1,0,hit,1,1,1.8723947820321705,0,0,0,149,0
7.733819963618544,-6.6412328066808834,32,64,2,4.551065090763055,3,0,3.526641805758184,37.5442025671082,2,0,miss,0,0,2.490646935368741,3,0,0,96,0
-5.133773416590404,-9.965322580571412,28,6,3,3.893095988538156,3,2,4.994650595156064,62.70686300297004,2,0,hit,0,0,0.5336944623755043,1,0,0,34,0
-5.447471915733382,-1.148263470522135,69,72,4,1.8879098210087726,3,3,2.5710337814759114,67.51638815595676,3,0,miss,1,0,2.0579018216642755,0,0,0,141,0
4.839103652034103,-4.676728642601951,29,35,4,4.767533647746799,1,3,2.472257202179966,39.638414422824404,2,0,miss,1,1,1.574864593241971,-2,0,0,64,0
-2.636570840524122,9.804183685135861,74,63,3,0.41000222991455615,2,0,4.805679988002333,23.77371544478241,4,2,hit,0,1,5.530054638165046,2,1,1,137,0
6.2941701567653965,9.327396668694817,60,86,1,0.5992473227685391,4,2,0.21702200409458638,84.7248584641393,4,0,hit,0,0,1.7031232552116162,2,1,0,146,0
7.624197389446259,1.276266581836044,21,84,5,2.941752689423783,1,1,3.905527253666719,76.29418442728496,4,0,miss,1,1,1.358446314920102,0,0,0,105,0
-4.849133928184708,8.060549806105346,79,53,1,0.8459515100560749,2,3,0.6372562292448919,81.33578609020998,3,0,hit,1,1,1.6031911064209208,-1,1,0,132,0
-2.2082070363355015,1.190002607908724,32,77,5,4.063509466530039,4,0,1.548269893288905,33.41779677772894,4,0,miss,0,1,3.1669662269181535,4,0,0,109,0
2.0653647116995266,1.5014648399757284,99,19,3,0.3615112518422475,3,1,0.16439713578541792,66.71726307405297,5,2,hit,0,0,1.7425394152589981,2,1,1,118,0
8.699501918230482,-2.407586388014444,95,18,5,3.116149300705578,1,2,4.9663786620589185,26.216295036265134,4,0,hit,1,0,4.151924420624846,-1,0,0,113,1
-0.34396742345991704,7.936244232486867,84,30,1,0.3807620638037851,2,4,0.5724813615982349,70.86414731407177,4,0,hit,1,0,1.5863264821299505,-2,1,1,114,0
7.715296164089622,6.426950154340119,72,4,3,0.9824160296803197,0,2,4.465895900585344,91.28841554003048,1,0,miss,1,0,0.8235053073051697,-2,0,0,76,0
-0.27961595648983995,-8.949870401077785,31,10,2,4.716469676142057,4,1,3.2592001633784595,32.18875825423559,5,0,miss,0,0,1.2353580596757499,3,1,0,41,0
9.014636821704357,8.747425401472999,33,92,4,0.06402941168657472,3,0,0.32117858844775193,36.09623693709572,5,0,miss,0,1,3.369614018046174,3,1,1,125,0
-1.3474774926370081,-8.820628745968444,55,12,4,4.195651259078778,0,0,0.5323228886550296,57.875951016243235,3,0,miss,1,1,1.1379858642370877,0,0,0,67,0
-4.555574570368361,4.809469899897987,24,84,5,4.219407630506637,2,1,2.784511285719014,38.71605902704103,5,0,miss,1,0,2.71930303876493,1,0,0,108,0
-7.9225885597423655,5.036290654199666,55,99,3,2.7392631517181387,4,1,2.9600388112207474,89.39527355985445,2,0,hit,0,1,1.703628894911527,3,0,0,154,1
2.62999941438329,4.431625229319893,22,51,5,1.6754418244423182,4,1,0.013284915470789804,92.82661737866783,2,1,miss,0,0,0.7780308193930168,3,0,0,73,0
-9.941071782503716,4.597427132647276,50,92,1,1.5423533067463457,3,2,2.632166606542646,58.26371379451885,1,0,miss,1,0,2.39606988674971,1,0,0,142,0
-6.042919344285814,2.2045993667788046,92,13,1,2.0930756505257344,0,4,1.3352781401858682,79.11047578144628,4,0,miss,1,1,1.3106900062166174,-4,1,0,105,1
9.577383435421464,1.367783400773872,69,23,2,1.7973218760397454,2,1,3.9375499946310315,74.76737848893364,1,0,miss,1,0,1.2142428817625945,1,0,0,92,0
7.737238022571063,-5.104978563585183,53,76,3,2.497012651352786,2,3,1.6904817131977157,68.96741392216163,1,0,miss,1,1,1.843715420774474,-1,0,0,129,0
-1.770143475016079,-5.725332972575165,47,50,1,3.9857995053952533,1,1,4.083817803513981,35.51018210263877,3,0,miss,1,1,2.656793103011922,0,1,0,97,0
2.5401415777359304,8.393520502258596,95,22,3,1.2194650019462439,3,2,2.2921574199123933,67.84478476790511,5,0,miss,1,0,1.6994751366343797,1,1,0,117,0
-2.9561461218354657,-1.816324422334901,60,7,4,0.7470922054793133,1,4,1.2082558800728538,63.62099568502086,1,0,miss,1,0,1.036814727005678,-3,0,0,67,1
-2.9535239477159188,-1.7048013892110774,41,38,1,3.067684520853185,4,2,1.723943175946453,56.4793983434878,4,0,hit,0,1,1.3744054787753428,2,1,0,79,0
-5.554414337599985,6.371496002803543,60,66,1,0.8159696513012149,0,2,0.43016767054199767,42.80666711745789,3,0,hit,1,0,2.876274510045671,-2,1,0,126,0
-9.062072049186467,-3.824220204697917,98,68,2,2.5451731301301788,3,3,1.3395849554749413,52.32176559048505,3,0,miss,1,0,3.113175232697503,0,1,0,166,1
7.840216388076435,1.128520888400109,78,23,2,4.6479569821943025,1,3,0.18038682300764386,84.12034597793831,2,0,miss,1,0,1.1865553275144982,-2,0,0,101,0
-4.996465054157233,-1.2510080538789836,31,74,3,0.782568929764697,2,3,0.5052338511896604,53.53763817576766,5,0,hit,1,1,1.9252758922489228,-1,1,0,105,0
4.200351323484629,-6.738173473306473,21,21,2,0.7710156958715375,3,3,4.38845543193088,62.31799578850557,3,0,miss,1,0,0.6633185317534083,0,1,0,42,0
8.505501306816207,-9.564005716118437,73,40,1,1.2770733850155702,3,1,2.2496105380798155,68.46831718069913,5,0,miss,0,1,1.6266408139133042,2,1,0,113,0
-2.7019496805340992,-1.4493929977371174,63,59,4,2.671707877412521,1,3,3.8887447790113887,22.498891524912015,1,0,hit,1,1,5.191734251407707,-2,0,0,122,0
-9.98802512941496,2.2600535926742165,56,84,2,4.892130451945508,1,1,0.5319371163587172,49.630019214064404,3,0,miss,1,0,2.765157947265991,0,1,0,140,1
-1.3778124706385935,6.54707723665129,95,10,3,2.799286607616555,1,4,2.0930339458449385,30.71796196382932,3,0,miss,1,1,3.3104270734588934,-3,0,0,105,0
-5.4821949572782085,0.43596924846634977,54,83,2,2.069759742126806,0,0,4.1502998351243985,26.370450912548094,2,0,hit,1,0,5.005397990618847,0,0,0,137,1
8.636491906852232,6.275528699277004,94,20,5,2.127484157114772,4,3,4.476884239296334,81.44785253631984,3,0,hit,1,0,1.3826921683591558,1,0,0,114,0
-7.501391720170128,-1.7548155049578806,24,58,2,2.3386159708608742,4,3,3.3336780961283146,58.69492379005111,3,0,miss,1,0,1.3736511380498035,1,1,0,82,0
-4.6891754256197355,2.775982048243703,99,63,5,2.241380519799951,0,3,3.475173920440721,31.32335516181535,4,0,hit,1,0,5.011855953350287,-3,0,0,162,0
4.570095932792611,4.705975381911809,65,74,4,1.3023491448769047,2,4,2.9399469593108134,81.57483125200947,1,0,miss,1,0,1.6833216355694025,-2,0,0,139,0
-0.20740722598618255,9.730723154820883,27,68,5,2.8994521797190256,4,0,0.4147097735264399,78.54599538889497,2,1,miss,0,1,1.1942775941837356,4,0,0,95,0
5.486556754646481,0.533239836561032,25,39,3,3.2833977134107135,4,2,1.5227321300944858,86.03949254662399,3,1,miss,0,0,0.7352984045227223,2,0,0,64,0
-9.824525965817273,-8.17311247368496,71,22,4,2.4169941825847694,4,1,2.7080735615225104,57.97229453528107,4,0,hit,0,1,1.5770117261481378,3,0,0,93,0
